Player,Pos.,2018 Team,2019 Team,Type,Snaps,Age,Current APY,Guarantees
Damien Mama,RG,Giants,,SFA,0%,23,510000,0
Cole Hikutini,TE,49ers,,SFA,0%,24,510000,0
Travis Rudolph,WR,Giants,,SFA,0%,23,510000,0
Pat O'Connor,43DE,Buccaneers,,SFA,0%,23,510000,0
Colin Holba,LS,Jaguars,49ers,Signed,6.9%,24,645000,0
Darrell Williams Jr.,LT,49ers,,SFA,0%,25,510000,0
Brandon Bell,43OLB,Bengals,Bengals,Signed,0%,23,600000,0
Xavier Coleman,CB,Jets,,SFA,0%,23,510000,0
Carroll Phillips,43DE,Jaguars,Colts,Signed,5.6%,26,600000,0
Cameron Lee,LG,Bears,,SFA,0%,25,510000,0
Shane Smith,RB,Giants,,SFA,0.9%,25,510000,0
Isaac Whitney,WR,Raiders,,SFA,0%,24,510000,0
Arthur Maulet,CB,Saints,,SFA,8.8%,25,510000,0
Donte Deayon,CB,Giants,,SFA,10.5%,24,510000,0
Adam Bisnowaty,LT,Giants,,SFA,0%,25,510000,0
Jason Vander Laan,TE,Colts,Panthers,Signed,0%,26,562500,0
Dillon Day,C,Packers,,SFA,0%,27,510000,0
K.J. Brent,WR,Colts,,SFA,0%,25,510000,0
Darius Powe,WR,Giants,,SFA,0%,24,510000,0
Duke Thomas,CB,Cowboys,,SFA,0%,24,510000,0
Stefan McClure,S,Redskins,,SFA,0%,25,510000,0
Larry Pinkard,WR,Jaguars,,SFA,0%,26,510000,0
Justin Currie,ILB,Browns,,SFA,0%,25,510000,0
James Burgess,43OLB,Browns,,SFA,6.5%,24,510000,0
Brandon Chubb,ILB,Lions,,SFA,0%,25,510000,0
Austin Traylor,TE,Broncos,,SFA,0%,25,510000,0
Hunter Sharp,WR,Giants,Bengals,Signed,0%,24,595000,0
Marcus Johnson,WR,Eagles,Colts,Signed,8.4%,24,510000,0
Nick Rose,K,Chargers,,SFA,0%,24,510000,0
Aaron Neary,LG,Rams,,SFA,0%,26,510000,0
Bernard Reedy,WR,Patriots,,SFA,0%,27,510000,0
Harlan Miller,S,Cardinals,Redskins,Signed,0%,24,562500,0
Trae Elston,S,Dolphins,,SFA,0%,24,510000,0
Bryson Albright,ILB,Cardinals,,SFA,0%,24,510000,0
Max McCaffrey,QB,49ers,49ers,Signed,0.5%,24,595000,0
Michael Tyson,S,Seahawks,Texans,Signed,14.3%,25,600000,0
Garrett Griffin,TE,Saints,,SFA,0%,24,510000,0
Martin Ifedi,43DE,Falcons,,SFA,0%,27,510000,0
Garrett Gilbert,QB,Panthers,,SFA,1.2%,27,510000,0
Jeremy McNichols,RB,49ers,Titans,Signed,0.2%,23,645000,0
Ryan Murphy,S,Giants,,SFA,0%,26,510000,0
Brian Hill,RB,Bengals,Falcons,Signed,6.2%,23,600000,0
Marquez Williams,FB,Browns,,SFA,0%,24,505000,0
Malachi Dupre,WR,Bills,Cardinals,Signed,0.5%,23,487500,0
Tre'Von Johnson,ILB,Cowboys,,SFA,0.1%,23,505000,0
Lance Lenoir,TE,Cowboys,,SFA,0.7%,23,505000,0
Rickey Hatley,43DT,Bills,,SFA,0%,24,505000,0
Jahad Thomas,RB,Jets,,SFA,0%,23,505000,0
Dare Ogunbowale,RB,Redskins,,SFA,0%,24,505000,0
Quincy Enunwa,WR,Jets,Jets,Signed,52.4%,26,9000000,9171412
Peyton Barber,RB,Buccaneers,Buccaneers,Signed,55.2%,24,630000,0
C.J. Goodwin,CB,Cardinals,Cowboys,Signed,0.3%,28,675000,0
Chris King,WR,Jets,,UFA,0%,25,495000,0
Luke Rhodes,LS,Colts,Colts,Signed,30.9%,26,630000,0
Jake Brendel,C,Dolphins,Dolphins,Signed,19.1%,26,630000,0
Kevin Hogan,QB,Browns,Broncos,Signed,0%,26,630000,0
Jake Rudock,QB,Lions,,UFA,0%,25,495000,0
Dan France,LT,Panthers,,UFA,0%,27,495000,0
Jack Allen,C,Saints,,UFA,0%,26,495000,0
Dan Vitale,FB,Browns,Packers,Signed,1.8%,24,675000,0
Ifeanyi Momah,TE,Cardinals,,UFA,0%,29,495000,0
Chris Milton,CB,Colts,Colts,Signed,5.2%,26,630000,0
Tyler Ott,LS,Seahawks,Seahawks,Signed,34.9%,26,630000,0
Jeremy Vujnovich,LG,Colts,Cardinals,Signed,15.6%,28,630000,0
J.D. McKissic,WR,Seahawks,Seahawks,Signed,0.8%,25,630000,0
Austin Reiter,C,Browns,Chiefs,Signed,25.4%,27,2275000,1000000
Sharrod Neasman,S,Falcons,Falcons,Signed,39.8%,27,675000,0
Chris Manhertz,TE,Panthers,Panthers,Signed,32.5%,26,630000,0
James Cowser,43OLB,Raiders,,UFA,0%,28,495000,0
Javien Elliott,CB,Buccaneers,Buccaneers,Signed,33.6%,25,630000,0
Edwin Jackson,ILB,Colts,,UFA,0%,27,495000,0
Zach Laskey,RB,Rams,,UFA,0%,26,495000,0
Terrance Smith,ILB,Chiefs,Chiefs,Signed,14.6%,25,630000,0
Ben Koyack,TE,Jaguars,Jaguars,Signed,10.7%,25,675000,0
Mack Brown,RB,Vikings,,UFA,0%,27,495000,0
Damiere Byrd,WR,Panthers,Panthers,Signed,4.2%,25,630000,0
Curtis Riley,S,Titans,Giants,Signed,95.4%,26,630000,0
Doug Middleton,S,Jets,Jets,Signed,20.7%,25,555000,0
Eric Tomlinson,TE,Jets,Jets,Signed,35.4%,26,630000,0
Vince Mayle,TE,Ravens,,UFA,0%,25,495000,0
Ufomba Kamalu,34OLB,Texans,Patriots,Signed,2%,26,691667,0
Tra Carson,RB,Bengals,Packers,Signed,0.5%,26,525000,0
Ishaq Williams,43DE,Giants,,SFA,0%,25,490000,0
Bryson Keeton,CB,Jets,,SFA,0%,25,490000,0
Marcus Rios,CB,Broncos,,SFA,0%,24,480000,0
DeAndre Goolsby,TE,Jaguars,,SFA,0%,22,480000,0
Chase Farris,RG,Patriots,,SFA,0%,25,480000,0
Malcolm Brown,RB,Rams,Rams,Signed,11.2%,25,630000,0
Corey Moore,S,Texans,Colts,Signed,4.9%,25,630000,0
David Rivers,CB,Buccaneers,Buccaneers,Signed,0%,24,525000,0
Mose Frazier,WR,Panthers,Panthers,Signed,3.1%,25,525000,0
Derrick Mathews ,ILB,Giants,,SFA,0%,26,472500,0
David Quessenberry,T,Texans,,SFA,0%,28,472500,0
Montay Crockett,WR,Texans,,SFA,0%,25,472500,0
Tyrone Swoopes,TE,Seahawks,,SFA,2.4%,24,472500,0
Ryan Malleck,TE,Texans,,SFA,0%,25,472500,0
John Fullington,LT,Saints,,SFA,0%,27,472500,0
Justin Murray,LT,Bengals,Raiders,Signed,4.8%,25,472500,0
Kent Perkins,LT,Bengals,Bengals,Signed,0%,24,520000,0
Brady Sheldon,43OLB,Raiders,,SFA,0%,2019,472500,0
Emanuel Byrd,TE,Packers,,SFA,0%,24,472500,0
Pharaoh Brown,TE,Raiders,Browns,Signed,0%,24,525000,0
Brandon Greene,RT,Bears,,SFA,0%,24,472500,0
Joseph Jones,ILB,Broncos,Broncos,Signed,2.3%,24,555000,0
Drew Iddings,43DT,Panthers,,UFA,0%,25,465000,0
Curtis Grant,ILB,Giants,,UFA,0%,26,465000,0
Jeremiah Valoaga,43DE,Lions,,UFA,0%,24,465000,0
Jerrol Garcia-Williams,ILB,Broncos,Broncos,Signed,0%,25,555000,0
Christian French,43DE,Seahawks,,UFA,0%,,465000,0
Jon Halapio,LG,Giants,Giants,Signed,11.2%,27,555000,0
Giorgio Tavecchio,K,Raiders,Falcons,Signed,3%,28,600000,0
Lucas Patrick,C,Packers,Packers,Signed,26%,25,555000,0
Jermaine Whitehead,S,Packers,Browns,Signed,23.3%,25,555000,0
Zach Wood,LS,Saints,Saints,Signed,0%,25,555000,0
Elijah Wilkinson,LT,Broncos,Broncos,Signed,48.4%,23,555000,0
Jeff Overbaugh,LS,Vikings,,UFA,2%,25,465000,0
Jordan Simone,S,Seahawks,,UFA,0%,26,465000,0
Taybor Pepper,LS,Packers,,UFA,0%,24,465000,0
Tyler Gaffney,WR,Jaguars,,UFA,0%,27,465000,0
Elijhaa Penny,RB,Cardinals,Giants,Signed,11.8%,25,550000,0
Caleb Kidder,43DE,Patriots,,SFA,0%,24,465000,0
Ronald Zamort,CB,Cardinals,,UFA,0%,27,465000,0
William Poehls,RT,Jaguars,,UFA,0%,27,465000,0
Michael Clark,WR,Packers,,UFA,0%,23,465000,0
Donatello Brown,CB,Packers,,UFA,0%,27,465000,0
Maurquice Shakir,LG,Ravens,,UFA,0%,25,465000,0
Keith Baxter,CB,Chiefs,,UFA,0%,26,465000,0
Quincy Adeboyejo,WR,Ravens,Ravens,Signed,0%,23,480000,0
De'Veon Smith,RB,Dolphins,,UFA,0%,24,465000,0
Eddie Yarbrough,43DE,Bills,Bills,Signed,30.2%,25,555000,0
Matt Feiler,RG,Steelers,Steelers,Signed,60.5%,26,555000,0
Justin McCray,RG,Packers,Packers,Signed,44.7%,26,555000,0
Rodney Coe,43DT,Lions,,UFA,0%,25,465000,0
Garrett Sickels,34OLB,Rams,Rams,Signed,0%,24,480000,0
Kasey Redfern,P,Lions,,UFA,0%,27,465000,0
Adam Pankey,LG,Packers,Packers,Signed,0.1%,24,600000,0
Daniel Munyer,C,Cardinals,Cardinals,Signed,9.1%,26,555000,0
Tyrus Thompson,LT,Seahawks,,UFA,0%,27,465000,0
Matt Skura,C,Ravens,Ravens,Signed,100%,25,555000,0
Mike Matthews,C,Steelers,,UFA,0%,24,465000,0
Kasen Williams,WR,Browns,,UFA,0%,26,464984,0
Herb Waters,WR,Packers,,UFA,0%,26,457500,0
Shane Wynn,WR,Jaguars,,UFA,0%,26,450000,0
Tre McBride,WR,Jets,,UFA,0%,26,170000,0
DeVante Harris,CB,Saints,Buccaneers,Signed,9.3%,25,630000,0
Claude Pelon,34DE,Jets,,UFA,0%,26,122400,0
Anthony Denham,TE,Cardinals,,UFA,0%,27,122400,0
Brian Parker,TE,Broncos,Broncos,Signed,13.6%,26,555000,0
Avery Gennesy,G,Jaguars,,UFA,0%,24,122400,0
Akeem King,S,Seahawks,Seahawks,Signed,14.6%,26,555000,0
Trevor Knight,QB,Falcons,,UFA,0%,25,122400,0
Dontez Ford,WR,Lions,,UFA,0%,24,122400,0
Tim Cook,RB,Jaguars,,UFA,0%,24,122400,0
Carlton Agudosi,WR,Cardinals,,UFA,0%,24,122400,0
Joshua Perkins,TE,Falcons,Eagles,Signed,8.7%,25,600000,0
